Número Licitação;Número Processo;Objeto;Modalidade Compra;Situação Licitação;Código Órgão Superior;Nome Órgão Superior;Código Órgão;Nome Órgão;Código UG;Nome UG;Município;Data Resultado Compra;Data Abertura; Valor Licitação 
352018;6,46E+16;Objeto: Pregão Eletrônico -  Aquisição de Materiais de consumo para o Laboratório de Análises Clínicas com fornecimento de equipamento em caráter de comodato, conforme condições, quantidades, exigências e estimativas, estabelecidas neste instrumento:;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160495;HOSPITAL MILITAR DE AREA DE SAO PAULO;SAO PAULO;31/01/2019;28/01/2019;R$ 158.400
352018;7,31E+15;Objeto: Pregão Eletrônico -  Aquisição de materiais esportivos.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160482;COMANDO/1A BRIGADA DE INFANTARIA DE SELVA;BOA VISTA;24/01/2019;24/10/2018;R$ 831
352018;74922018;Objeto: Pregão Eletrônico -  Aquisição de material permanente (central telefônica com identificador de chamada e gravação de diálogos), conforme especificações, detalhamentos e quantitativos fixados no Anexo I - Termo de Referência, parte integrante do Edital.;Pregão;Publicado;99900;República Federativa do Brasil;94120;Estado do Maranhão;925129;PROCURADORIA GERAL DE JUSTIÇA DO MARANHÃO;Inválido;28/01/2019;26/12/2018;R$ 25.631
352019;1,30E+15;Objeto: Prestação de Serviços de Fornecimento de Água e tratamento de água;Dispensa de Licitação;Encerrado;24000;Ministério da Ciência, Tecnologia, Inovações ;24000;Ministério da Ciência, Tecnologia, Inovações ;240121;INST.BRAS.DE INFORM. EM CIENCIA E TECNOLOGIA;BRASILIA;23/01/2019;;R$ 8.847
352019;2,10E+16;Objeto: Locação de equipamento, máquina multifuncional digital nova, até 40.000 cópias/mês, franquia de mil cópias, com fornecimento de toner, revelador, para atender as Uvagros e a sede da SFA-AC.;Dispensa de Licitação;Encerrado;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastec;130088;SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AC;RIO BRANCO;02/01/2019;;R$ 1.360
352019;2,31E+16;Objeto: Prestação de serviços prestados por pessoa fisica sem vinculo empregaticio.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26236;Universidade Federal Fluminense;153057;HOSPITAL UNIVERSITARIO ANTONIO PEDRO;NITEROI;24/01/2019;;R$ 10.800
352019;2,31E+16;Objeto: Pregão Eletrônico -  Registro de preços de médico hospitalar (sistema para punção transeptal e outros).;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26235;Universidade Federal de Goiás;153054;HOSPITAL DAS CLINICAS DA UFGO;GOIANIA;11/01/2019;11/01/2019; R$ -   
352019;23108101741/18-41;Objeto: Aquisição de Saneantes à base de Glucoprotamina e PHMB.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155019;EBSERH HUJM-UFMT;CUIABA;29/01/2019;;R$ 20.550
362018;8,80E+13;Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de impressos diversos e serviços afins, para atender aos Órgãos da Presidência da República, conforme especificações, quantitativos e condições estabelecidas no Termo de Referência - Anexo I do Edital.;Pregão - Registro de Preço;Evento de Resultado de Julgame;20000;Presidência da República;20101;Presidência da República;110001;SECRETARIA ESPECIAL DE ADMINISTRACAO/PR;BRASILIA;25/01/2019;07/01/2019;R$ 1.800
362018;10392/17;Objeto: Pregão Eletrônico -  Registro de preços para aquisição de produtos químicos de limpeza, pelo período de 12 (doze) meses.;Pregão;Divulgado;38000;Ministério do Trabalho e Emprego;38000;Ministério do Trabalho e Emprego - Unidades c;926483;SERVIÇO SOCIAL DO COMÉRCIO - SESC MG;Inválido;24/01/2019;12/11/2018;R$ 236.899
362018;11717/2018;Objeto: Pregão Eletrônico -  Registro de Preços, pelo prazo de 12 (doze) meses, para aquisição, sob demanda, de GÊNEROS ALIMENTÍCIOS, conforme as características, condições, obrigações e requisitos técnicos contidos no Termo de Referência e demais anexos do edital.;Pregão - Registro de Preço;Publicado;38530;Sem informação;38530;Sem informação;925158;CONSELHO FEDERAL DE MEDICINA;Inválido;23/01/2019;17/01/2019;R$ 3.300
362018;1282018;Objeto: Pregão Eletrônico -  Manutenção Elétrica nas subestações, redes de distribuição MT e BT, Iluminação viária e em edificações da CDRJ no Rio de Janeiro.;Pregão;Publicado;39000;Ministério da Infraestrutura;39000;Ministério da Infraestrutura - Unidades com v;399008;COMPANHIA DOCAS DO RIO DE JANEIRO;RIO DE JANEIRO;23/01/2019;09/01/2019;R$ 597.000
362018;22110001/18;Objeto: Pregão Eletrônico -  Contratação de empresa para aquisição de uma patrulha mecanizada para o município de Boa Saúde, com recursos do contrato de repasse OGU nº 872184/2018   Operação nº 1055306-12   programa fomento ao setor agropecuário, efetivado junto ao Ministério da Agricultura, Pecuária e Abastecimento, destinado a suprir e atender as necessidades da Secretaria Municipal de Agricultura, Pecuária, Recursos Hídricos e Meio Ambiente no município de Boa Saúde/RN.;Pregão;Divulgado;99900;República Federativa do Brasil;94420;Estado do Rio Grande do Norte;926788;PREFEITURA DO MUNICIPIO DE BOA SAUDE;Inválido;04/01/2019;26/12/2018;R$ 181.699
362018;2,31E+16;Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção de equipamentos de refrigeração e condicionamento de ar, com aplicação de material e peças de reposição, em lote único, para atender às necessidades da UFRA, em seus campi e demais unidades descentralizadas, a serem prestados por empresa especializada no ramo, pelo período de 12 meses, prorrogáveis segundo a legislação vigente, conforme relação de equipamentos contida no anexo II, e especificações adiante.;Pregão - Registro de Preço;Evento de Suspensão Publicado;26000;Ministério da Educação;26253;Universidade Federal Rural da Amazônia;153034;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;BELEM;16/01/2019;07/12/2018;R$ 11.200
362018;2,38E+16;Objeto: Pregão Eletrônico -  Aquisição de dietas enterais para atendimento das necessidades do HU-UFSCar.;Pregão - Registro de Preço;Evento de Resultado de Julgame;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155900;EBSERH HU-UFSCAR;SAO CARLOS;10/01/2019;18/12/2018;R$ 7.200
362018;2,54E+16;Objeto: Pregão Eletrônico -  Aquisição de Materiais Permanentes para atender as Demandas dos Serviços de Manutenção de Equipamento.;Pregão;Evento de Resultado de Julgame;36000;Ministério da Saúde;36201;Fundação Oswaldo Cruz;254462;COORDENAÇÃO GERAL DE INFRAESTRUTURA DOS CAMPI;RIO DE JANEIRO;17/01/2019;10/12/2018;R$ 24.866
362018;5,95E+16;Objeto: Pregão Eletrônico -  Fornecimento eventual de suprimento de informática para impressora multifuncional a laser monocromático, marca Lexmark, modelo MX310DN, em período de garantia, no âmbito da Sede da Codevasf, em Brasília-DF, em 2 (dois) itens, conforme descritos no subitem 1.1 do Edital.;Pregão - Registro de Preço;Evento de Alteração de Resulta;53000;Ministério do Desenvolvimento Regional;22203;Companhia de Desenvolvimento dos Vales do São;195006;CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA;BRASILIA;16/01/2019;27/12/2018;R$ 14.400
362018;6,34E+16;Objeto: Pregão Eletrônico -  Aquisição de gases industriais para manutenção de aeronaves.;Pregão - Registro de Preço;Publicado;52000;Ministério da Defesa;52131;Comando da Marinha;791181;CENTRO DE INTEND. DA MARINHA EM S.PEDRO DA AL;SAO PEDRO DA ALDEIA;09/01/2019;20/12/2018; R$ -   
362018;6,40E+16;Objeto: Pregão Eletrônico -  Prestação de serviços de manutenção aeronáutica, com aplicação de itens consumáveis, por empresa homologada pela AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL (ANAC), com gerenciamento de suprimento de consumíveis para 3 helicópteros modelo Fennec AvEx AS 550A2.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160518;BASE DE AVIACAO DE TAUBATE;TAUBATE;28/01/2019;29/10/2018;R$ 66.000
362018;6,43E+16;Objeto: Pregão Eletrônico -  Aquisição de material permanente do rancho;Pregão - Registro de Preço;Publicado;52000;Ministério da Defesa;52121;Comando do Exército;160296;BASE ADM DA BDA DE INFANTARIA PARA-QUEDISTA;RIO DE JANEIRO;31/01/2019;26/10/2018;R$ 361.689
362018;6,47E+16;Objeto: Prestação de serviço médico hospitalar;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52121;Comando do Exército;160404;4 REGIMENTO DE CARRROS DE COMBATE;ROSARIO DO SUL;14/01/2019;;R$ 2.000
362018;6,70E+16;Objeto: Pregão Eletrônico -  Registro de preços de aquisição de materiais de comunicação, monitoramento e segurança para a Seção de Inteligência e Segurança;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52111;Comando da Aeronáutica;120001;GABINETE DO COMANDANTE DA AERONAUTICA;BRASILIA;16/01/2019;04/12/2018;R$ 1.500
362019;2,31E+16;Objeto: Prestação de serviços prestados por pessoa fisica sem vinculo empregaticio.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26236;Universidade Federal Fluminense;153057;HOSPITAL UNIVERSITARIO ANTONIO PEDRO;NITEROI;24/01/2019;;R$ 10.800
362019;23108004260/19-70;Objeto: Pagamento de Taxa de Licenciamento 2019.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155019;EBSERH HUJM-UFMT;CUIABA;30/01/2019;;R$ 410
362019;2,35E+16;Objeto: Aquisição de cânula venosa curva e reta.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155021;EBSERH HU-UFMG;BELO HORIZONTE;31/01/2019;;R$ 48.400
372018;8,80E+13;Objeto: Pregão Eletrônico -  Registro  de  preços  para  aquisição  de  impressos  diversos  e  serviços  afins,  conforme  especificações,  quantitativos  e  condições estabelecidas no Termo de Referência - Anexo I do Edital.;Pregão - Registro de Preço;Evento de Resultado de Julgame;20000;Presidência da República;20101;Presidência da República;110001;SECRETARIA ESPECIAL DE ADMINISTRACAO/PR;BRASILIA;24/01/2019;08/01/2019;R$ 2.300
372018;11776-5;Objeto: Pregão Eletrônico -  O objeto desta licitação é contratação de sociedade empresária para PRESTAÇÃO DE SERVIÇOS DE DESINSETIZAÇÃO, DESRATIZAÇÃO E DESCUPINIZAÇÃO, daqui por diante mencionado simplesmente como serviços;Pregão;Divulgado;99900;República Federativa do Brasil;95220;Estado do Espírito Santo;925560;BANESTES - BANCO DO ESTADO DO ESPÍRITO SANTO;Inválido;23/01/2019;17/01/2019;R$ 2.869
372018;2,12E+16;Objeto: Pregão Eletrônico -  Aquisição de Equipamentos para Laboratórios da Embrapa Recursos Genéticos e Biotecnologia;Pregão;Publicado;22000;Ministério da Agricultura, Pecuária e Abastec;22202;Empresa Brasileira de Pesquisa Agropecuária;135038;EMBRAPA/CENARGEN;BRASILIA;31/01/2019;23/11/2018;R$ 106.735
372018;2,31E+16;Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação de serviços de  médicos e paramédicos para atendimento de eventuais emergências e translados, conforme condições,  quantidades e exigências estabelecidas no Edital e seus anexos.;Pregão;Evento de Resultado de Julgame;26000;Ministério da Educação;26258;Universidade Tecnológica Federal do Paraná;154358;UTFPR - CAMPUS CURITIBA;CURITIBA;18/01/2019;14/01/2019;R$ 22.740
372018;2,31E+16;Objeto: Pregão Eletrônico -  Aquisição de Produto para saúde para atender o Serviço de Dermatologia: Ganinete ( cabine para tratamento de fototerapia com lâmpadas UVA).;Pregão - Registro de Preço;Evento de Suspensão Publicado;26000;Ministério da Educação;26245;Universidade Federal do Rio de Janeiro;153152;HOSPITAL UNIVERSITARIO DA UFRJ;RIO DE JANEIRO;18/01/2019;14/08/2018; R$ -   
372018;2,31E+16;Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação de serviços de coleta, transporte e destinação final ambientalmente adequada de lixo comum para atender às necessidades da Universidade Federal Rural da Amazônia (UFRA), em seu Campus Belém, pelo período de 12 meses, prorrogáveis segundo a legislação vigente, nos termos do art. 57, da Lei n.º 8.666/93, conforme condições, quantidades e exigências, estabelecidas neste Edital e seus anexos.;Pregão;Evento de Alteração Publicado;26000;Ministério da Educação;26253;Universidade Federal Rural da Amazônia;153034;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;BELEM;30/01/2019;12/12/2018;R$ 308.000
372018;2,31E+16;Objeto: Pregão Eletrônico -  Registro de preços para aquisição de materiais de consumo e permanentes (animais, alimentos para animais, produtos agrícolas, pecuários, hidráulicos para irrigação, medicamentos e demais insumos) para fins de atender demandas de diversos setores da UFPI nos campi de Bom Jesus, Floriano, Parnaíba, Picos e Teresina, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos;Pregão - Registro de Preço;Evento de Resultado de Julgame;26000;Ministério da Educação;26279;Fundação Universidade Federal do Piauí;154048;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUI;TERESINA;04/01/2019;05/11/2018;R$ 500
372018;2,32E+16;Objeto: Pregão Eletrônico -  Selecionar propostas visando a Contratação de serviços comuns de engenharia inerentes à manutenção predial preventiva e corretiva, com fornecimento de material   sendo serviço de manutenção predial civil, hidráulica, esquadrias, mecânica e serralheria/metalurgia   para os campi Chapecó/SC, Erechim/RS, Passo Fundo/RS, Cerro Largo/RS, Laranjeiras do Sul/PR e Realeza/PR, conforme quantidades e exigências estabelecidas no Edital e seus anexos.;Pregão;Publicado;26000;Ministério da Educação;26440;Universidade Federal da Fronteira Sul;158517;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;CHAPECO;31/01/2019;29/01/2019;R$ 531.960
372018;2,54E+16;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços contínuos de manutenção preventiva/corretiva (predial, instalações elétricas, hidráulicas, hidrossanitárias e pluviais) interna e externa do complexo denominado Instituto de Pesquisas Aggeu Magalhães/IAM-FIOCRUZ-PE, pelo período de 12 meses, incluídos mão de obra, ferramentas, insumos,  EPI,s e materiais de consumo, conforme condições, quantidades e exigências estabelecidas neste  Edital e seus anexos;Pregão;Evento de Resultado de Julgame;36000;Ministério da Saúde;36201;Fundação Oswaldo Cruz;254421;INSTITUTO AGGEU MAGALHAES;RECIFE;09/01/2019;18/12/2018;R$ 1.419.089
372018;3,34E+16;Objeto: Pregão Eletrônico -  Aquisição de insumo hospitalar (eletrodo multifuncional zoll, conjunto de pás internas, conjunto de manopla);Pregão - Registro de Preço;Evento de Resultado de Julgame;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo di;250059;INSTITUTO NACIONAL DE CARDIOLOGIA;RIO DE JANEIRO;07/01/2019;09/03/2018; R$ -   
372018;372018;Objeto: Pacotes com lacre azul, 100 unidades cada.;Dispensa de Licitação;Encerrado;24000;Ministério da Ciência, Tecnologia, Inovações ;20502;Financiadora de Estudos e Projetos;365001;FINANCIADORA DE ESTUDOS E PROJETOS;RIO DE JANEIRO;10/01/2019;30/11/2018;R$ 190
372018;4,85E+16;Objeto: Pregão Eletrônico -  Contratação de empresa especializada no fornecimento de publicações nacionais para o acervo bibliográfico da ANEEL, conforme especificações do Edital e seus anexos.;Pregão;Evento de Resultado de Julgame;32000;Ministério de Minas e Energia;32210;Agência Nacional de Energia Elétrica;323028;AGENCIA NACIONAL DE ENERGIA ELETRICA;BRASILIA;22/01/2019;14/01/2019;R$ 40.000
372018;5,95E+16;Objeto: Pregão Eletrônico -  Seguro de Vida em Grupo, com cobertura básica e adicionais, incluindo Assistência ou Auxílio Funeral, para os Empregados, Comissionados, Aposentados filiados à Fundação São Francisco, Aposentados, Presidente e Diretores da Codevasf.;Pregão;Evento de Resultado de Julgame;53000;Ministério do Desenvolvimento Regional;22203;Companhia de Desenvolvimento dos Vales do São;195006;CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA;BRASILIA;16/01/2019;09/01/2019; R$ -   
372018;6,40E+16;Objeto: Pregão Eletrônico -  Aquisição de óleo lubrificante, óleo de corte e querosene .;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160285;ARSENAL DE GUERRA DO RIO;RIO DE JANEIRO;09/01/2019;09/11/2018;R$ 12.262
372018;6,40E+16;Objeto: Pregão Eletrônico -  Contratação dos serviços de recuperação ambiental ao longo de trechos da BR 163 (Operação Tapajós III), entre Santarém e Rurópolis (PA), e de implantação de grama em área das instalações da 22  Brigada de Infantaria e Selva, no município de Macapá;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160171;8 BATALHAO DE ENGENHARIA DE CONSTRUCAO;SANTAREM;17/01/2019;17/12/2018;R$ 307.800
372018;6,46E+16;Objeto: Pregão Eletrônico -  Aquisição de Cânulas, Sondas e Mascaras, conforme condições, quantidades, exigências e estimativas, inclusive as encaminhadas pelos órgãos e entidades participantes (quando for o caso), estabelecidas neste instrumento:;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160495;HOSPITAL MILITAR DE AREA DE SAO PAULO;SAO PAULO;29/01/2019;28/11/2018;R$ 45.750
372018;6,75E+16;Objeto: Pregão Eletrônico -  Contratação de serviço de contínuo de telefonia móvel pessoal, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.;Pregão;Publicado;52000;Ministério da Defesa;52111;Comando da Aeronáutica;120626;GRUPAMENTO DE APOIO DE PIRASSUNUNGA;PIRASSUNUNGA;24/01/2019;17/12/2018; R$ -   
372018;PE.GS.A.00037;Objeto: Pregão Eletrônico -  Fornecimento de Regulador de Tensão - Monofásico, tipo B em 32 degraus, classe de tensão 15 KV, frequência 60 Hz, tensão nominal 13,8 KV. Local de Entrega: Nova Iguaçu/RJ.;Pregão;Evento de Adiamento Publicado;32000;Ministério de Minas e Energia;91081;Empresas de Energia;910811;FURNAS CENTRAIS ELETRICAS S/A;RIO DE JANEIRO;24/01/2019;22/11/2018;R$ 326.000
372019;8,09E+15;Objeto: Cobrir despesas com o fornecimento de água encanada e esgotamento sanitário para unidades da FUNAI no Estado do Ceará.;Dispensa de Licitação;Encerrado;30000;Ministério da Justiça e Segurança Pública;30202;Fundação Nacional do Índio;194041;COORDENAÇÃO REGIONAL NORDESTE 2/CE;FORTALEZA;31/01/2019;;R$ 551
372019;2,31E+16;Objeto: Aquisição de Fio Guia Hidrofilico 0,035 x 260.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26236;Universidade Federal Fluminense;153057;HOSPITAL UNIVERSITARIO ANTONIO PEDRO;NITEROI;24/01/2019;;R$ 600
372019;2,31E+16;Objeto: Aquisição de materiais de consumo gráfico.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155019;EBSERH HUJM-UFMT;CUIABA;30/01/2019;;R$ 8.055
372019;2,31E+16;Objeto: Aquisição de material para pintura predial;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26273;Universidade Federal do Rio Grande;154042;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;RIO GRANDE;24/01/2019;;R$ 1.000
382017;20773201715;Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de material de órteses, próteses e materiais especiais (OPME), para medicina esportiva, prótese de quadril, ombro e joelho e material de alto custo para cirurgia vascular, destinado a suprir as necessidades do centro cirúrgico do Hospital Geral de Curitiba;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160223;HOSPITAL GERAL DE CURITIBA;CURITIBA;08/01/2019;10/05/2018; R$ -   
382018;4,51E+14;Objeto: Pregão Eletrônico -  Aquisição de materiais de consumo estocáveis sustentáveis, adquirido para o ressuprimento do estoque do almoxarifado central por um período estimado de 12 meses.;Pregão - Registro de Preço;Evento de Resultado de Julgame;25000;Ministério da Economia;25205;Fundação Instituto Brasileiro de Geografia e ;114601;FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ;RIO DE JANEIRO;24/01/2019;21/11/2018;R$ 17.760
382018;017993/2018-38;Objeto: Pregão Eletrônico -  Aquisição de Equipamentos e Mobiliários Específicos para atender às necessidades do Restaurante Universitário da Universidade Federal do Pará   Campi Castanhal.;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26239;Universidade Federal do Pará;153063;UNIVERSIDADE FEDERAL DO PARA;BELEM;15/01/2019;13/08/2018;R$ 2.775
382018;0797/2017;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços de produção de áudiodescrição, executada sob demanda, em programas ao vivo e pré-gravados das emissoras de televisão da EBC: TV Brasil e TV Nacional Brasil - NBR.;Pregão;Evento de Resultado de Julgame;20000;Presidência da República;20415;Empresa Brasil de Comunicação;115406;EMPRESA BRASIL DE COMUNICACAO S.A;BRASILIA;22/01/2019;27/11/2018;R$ 480.000
382018;18.001393-9;Objeto: Pregão Eletrônico -  Contratação de empresa para fornecimento de projetores de imagens visando atender as demandas desta Corte de Contas.;Pregão;Divulgado;99900;República Federativa do Brasil;93720;Estado de Tocantins;925402;TRIBUNAL DE CONTAS DO ESTADO DE TOCANTINS;Inválido;02/01/2019;26/11/2018;R$ 77.376
382018;2,31E+16;Objeto: Pregão Eletrônico -  Eventual contratação de empresa especializada na prestação de Serviço Continuado de desinsetização, desratização e descupinização nas dependências (áreas internas, externas, jardins e todas as caixas de passagens: esgotos e caixas pluviais) dos Campi da capital, região metropolitana, interior do Estado da Bahia e unidades dispersas da Universidade Federal da Bahia;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26232;Universidade Federal da Bahia;153038;UNIVERSIDADE FEDERAL DA BAHIA;SALVADOR;04/01/2019;11/12/2018;R$ 136.438
382018;2,31E+16;Objeto: Pregão Eletrônico -  Aquisição de equipamentos para os Laboratórios de Ecologia e Conservação Ambiental, Laboratório de Anatomia e Tecnologia da Madeira, Laboratório de Física do Solo e Engenharia da Irrigação, Laboratório Multiusuários e Laboratório de Produção Vegetal que atendem aos cursos de Agronomia, Engenharia Florestal e Biologia do campus Ufra de Capitão Poço.;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26253;Universidade Federal Rural da Amazônia;153034;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;BELEM;07/01/2019;06/12/2018;R$ 2.060
382018;23127000153/18-63;Objeto: Pregão Eletrônico -  Aquisição de órteses, próteses e materiais especiais (OPME) para atender o serviço de Hemodinâmica do HC/UFTM;Pregão - Registro de Preço;Evento de Resultado de Julgame;26000;Ministério da Educação;26254;Universidade Federal do Triângulo Mineiro;150221;HOSPITAL DE CLÍNICAS DA UFTM;UBERABA;15/01/2019;14/12/2018;R$ 2.280.000
382018;2,38E+16;Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios para atendimento das necessidades do HU-UFSCar.;Pregão - Registro de Preço;Evento de Resultado de Julgame;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155900;EBSERH HU-UFSCAR;SAO CARLOS;11/01/2019;19/12/2018;R$ 1.454
382018;2,38E+16;Objeto: Pregão Eletrônico -  Registro de Preço, pelo prazo de 12 meses, visando a eventual e futura Aquisição de MEDICAMENTOS DO SISTEMA NERVOSO - para atender às necessidades do Hospital Universitário de Lagarto (Hospital Universitário Mons. João Batista de Carvalho Daltro) - HUL/UFS/EBSERH, conforme condições, quantidades, exigências e estimativas expressas em edital, inclusive as encaminhadas pelos órgãos e entidades participantes (quando for o caso).;Pregão - Registro de Preço;Publicado;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155910;HU. MONSENHOR JOAO BATISTA DE CARVALHO DALTRO;LAGARTO;25/01/2019;14/01/2019;R$ 230
382018;4,80E+16;Objeto: Contratação dos serviços de transporte e guarda dos testemunhos das sondagens manuais e mecânicas, objeto das investigações geológico-geotécnicas realizadas no sítio da UHE Castanheiras.;Dispensa de Licitação;Encerrado;32000;Ministério de Minas e Energia;32314;Empresa de Pesquisa Energética;325001;EMPRESA DE PESQUISA ENERGETICA;BRASILIA;16/01/2019;;R$ 5.520
382018;5286/11/2018;Objeto: Pregão Eletrônico -  Registro de preços para aquisição de materiais de expediente.;Pregão - Registro de Preço;Divulgado;99900;República Federativa do Brasil;96320;Estado do Rio Grande do Sul;925282;DEPARTAMENTO DE ÁGUA E ESGOTOS;Inválido;04/01/2019;06/12/2018;R$ 23.990
382018;6,20E+16;Objeto: Pregão Eletrônico -  Contratação de serviço de coleta, transporte e destinação final de resíduos sólidos gerados pelo Hotel de Trânsito da Marinha no Rio de Janeiro (HTM-RJ), localizado à Avenida Borges de Medeiros, nº 2.363   Lagoa   Rio de Janeiro   RJ, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;Pregão;Publicado;52000;Ministério da Defesa;52131;Comando da Marinha;781000;COMANDO DO 1.DISTRITO NAVAL;RIO DE JANEIRO;04/01/2019;04/01/2019; R$ -   
382018;6,31E+16;Objeto: Pregão Eletrônico -  Aquisição dos Insumos Farmacêuticos Ativo (IFA) PIRAZINAMIDA do fabricante Anuh Pharma LTD., conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.;Pregão - Registro de Preço;Evento de Retificação Publicad;52000;Ministério da Defesa;52131;Comando da Marinha;765741;LABORATORIO FARMACEUTICO DA MARINHA;RIO DE JANEIRO;24/01/2019;18/01/2019;R$ 141.000
382018;6,31E+16;Objeto: Aquisição de equipamentos de som para este Centro de Instrução.;Dispensa de Licitação;Encerrado;52000;Ministério da Defesa;52131;Comando da Marinha;762200;CENTRO DE INSTRUCAO ALMIRANTE WANDENKOLK;RIO DE JANEIRO;11/01/2019;05/12/2018;R$ 1.160
382018;6,32E+16;Objeto: Pregão Eletrônico -  Contratação de serviço de reparo de motores a diesel, marca MWM, modelo D229-6, empregados nos Avisos Hidroceanográficos  Rio Negro  e  Rio Solimões , subordinados ao Serviço de Sinalização Náutica do Noroeste (SSN-9);Pregão - Registro de Preço;Publicado;52000;Ministério da Defesa;52131;Comando da Marinha;788810;ESTACAO NAVAL DO RIO NEGRO;MANAUS;31/01/2019;22/11/2018;R$ 4.000
382018;6,46E+16;Objeto: Pregão Eletrônico -  Aquisição de material de consumo de uso laboratorial;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160121;HOSPITAL GERAL DE JUIZ DE FORA;JUIZ DE FORA;22/01/2019;05/12/2018;R$ 1.800
382018;6,46E+16;Objeto: Pregão Eletrônico -  Aquisição de Cateteres, Agulhas, Seringas e Dispositivos utilizados em terapia intravenosa, conforme condições, quantidades, exigências e estimativas, inclusive as encaminhadas pelos órgãos e entidades participantes (quando for o caso), foram estabelecidas no ANEXO A   Relação de Itens e Especificações Técnicas.;Pregão - Registro de Preço;Evento de Resultado de Julgame;52000;Ministério da Defesa;52121;Comando do Exército;160495;HOSPITAL MILITAR DE AREA DE SAO PAULO;SAO PAULO;29/01/2019;21/11/2018; R$ -   
382019;2,31E+16;Objeto: FAIXA DE PROTEÇÃO DE PORTA DE VINIL DE ALTO IMPACTO com 80cm de altura, 13 mm de espessura, com acabamento texturizado para proteção contra sujidades e impacto, inclusive acabamentos para quinas e demais acessórios. Cor Cinza. Fornecimento e instalação inclusos.;Dispensa de Licitação;Anulação;26000;Ministério da Educação;26236;Universidade Federal Fluminense;153057;HOSPITAL UNIVERSITARIO ANTONIO PEDRO;NITEROI;24/01/2019;;R$ 6.144
